页签,序号,项目名称,分类,上游地址,entity_type,reason,source,expanded_from_org,stars,description,language,llm_note
,,Qwen-Image,,https://github.com/QwenLM/Qwen-Image,repo,org_expansion: QwenLM,org_expansion,QwenLM,7741,Qwen-Image is a powerful image generation foundation model capable of complex text rendering and precise image editing.,Python,
,,Qwen2.5-Omni,,https://github.com/QwenLM/Qwen2.5-Omni,repo,org_expansion: QwenLM,org_expansion,QwenLM,3977,"Qwen2.5-Omni is an end-to-end multimodal model by Qwen team at Alibaba Cloud, capable of understanding text, audio, vision, video, and performing real-time speech generation.",Jupyter Notebook,
,,Qwen3-Omni,,https://github.com/QwenLM/Qwen3-Omni,repo,org_expansion: QwenLM,org_expansion,QwenLM,3656,"Qwen3-omni is a natively end-to-end, omni-modal LLM developed by the Qwen team at Alibaba Cloud, capable of understanding text, audio, images, and video, as well as generating speech in real time.",Jupyter Notebook,
,,Qwen3.5,,https://github.com/QwenLM/Qwen3.5,repo,org_expansion: QwenLM,org_expansion,QwenLM,2524,"Qwen3.5 is the large language model series developed by Qwen team, Alibaba Cloud.",,
,,Qwen3-ASR,,https://github.com/QwenLM/Qwen3-ASR,repo,org_expansion: QwenLM,org_expansion,QwenLM,2342,"Qwen3-ASR is an open-source series of ASR models developed by the Qwen team at Alibaba Cloud, supporting stable multilingual speech/music/song recognition, language detection and timestamp prediction.",Python,
,,Qwen2-Audio,,https://github.com/QwenLM/Qwen2-Audio,repo,org_expansion: QwenLM,org_expansion,QwenLM,2060,The official repo of Qwen2-Audio chat & pretrained large audio language model proposed by Alibaba Cloud.,Python,
,,Qwen3-Embedding,,https://github.com/QwenLM/Qwen3-Embedding,repo,org_expansion: QwenLM,org_expansion,QwenLM,1889,,Python,
,,Qwen-Image-Layered,,https://github.com/QwenLM/Qwen-Image-Layered,repo,org_expansion: QwenLM,org_expansion,QwenLM,1759,Qwen-Image-Layered: Layered Decomposition for Inherent Editablity,Python,
,,Qwen3-VL-Embedding,,https://github.com/QwenLM/Qwen3-VL-Embedding,repo,org_expansion: QwenLM,org_expansion,QwenLM,1168,,Python,
,,Qwen3-ASR-Toolkit,,https://github.com/QwenLM/Qwen3-ASR-Toolkit,repo,org_expansion: QwenLM,org_expansion,QwenLM,926,"Official Python toolkit for the Qwen3-ASR API. Parallel high‑throughput calls, robust long‑audio transcription, multi‑sample‑rate support.",Python,
,,ParScale,,https://github.com/QwenLM/ParScale,repo,org_expansion: QwenLM,org_expansion,QwenLM,478,Parallel Scaling Law for Language Model — Beyond Parameter and Inference Time Scaling,Python,
,,Qwen3Guard,,https://github.com/QwenLM/Qwen3Guard,repo,org_expansion: QwenLM,org_expansion,QwenLM,443,Qwen3Guard is a multilingual guardrail model series developed by the Qwen team at Alibaba Cloud.,Python,
,,ProcessBench,,https://github.com/QwenLM/ProcessBench,repo,org_expansion: QwenLM,org_expansion,QwenLM,189,"Official repository for ACL 2025 paper ""ProcessBench: Identifying Process Errors in Mathematical Reasoning""",Python,
,,qwen-code-examples,,https://github.com/QwenLM/qwen-code-examples,repo,org_expansion: QwenLM,org_expansion,QwenLM,111,A collection of practical examples and best practices for Qwen Code,TypeScript,
,,qwenlm.github.io,,https://github.com/QwenLM/qwenlm.github.io,repo,org_expansion: QwenLM,org_expansion,QwenLM,105,👑 Qwen Blog. Visit https://qwen.ai/research for the latest news.,HTML,
,,AgentBench,,https://github.com/THUDM/AgentBench,repo,org_expansion: THUDM,org_expansion,THUDM,3310,A Comprehensive Benchmark to Evaluate LLMs as Agents (ICLR'24),Python,
,,LongWriter,,https://github.com/THUDM/LongWriter,repo,org_expansion: THUDM,org_expansion,THUDM,1851,"[ICLR 2025] LongWriter: Unleashing 10,000+ Word Generation from Long Context LLMs",Python,
,,INFTY,,https://github.com/THUDM/INFTY,repo,org_expansion: THUDM,org_expansion,THUDM,566,INFTY Engine: An Optimization Toolkit to Support Continual AI,Python,
,,WebRL,,https://github.com/THUDM/WebRL,repo,org_expansion: THUDM,org_expansion,THUDM,515,Building Open LLM Web Agents with Self-Evolving Online Curriculum RL,Python,
,,AlignBench,,https://github.com/THUDM/AlignBench,repo,org_expansion: THUDM,org_expansion,THUDM,425,大模型多维度中文对齐评测基准 (ACL 2024),Python,
,,Android-Lab,,https://github.com/THUDM/Android-Lab,repo,org_expansion: THUDM,org_expansion,THUDM,311,,Python,
,,DeepDive,,https://github.com/THUDM/DeepDive,repo,org_expansion: THUDM,org_expansion,THUDM,294,DeepDive: Advancing Deep Search Agents with Knowledge Graphs and Multi-Turn RL,Python,
,,AgentRL,,https://github.com/THUDM/AgentRL,repo,org_expansion: THUDM,org_expansion,THUDM,266,"Scaling Agentic Reinforcement Learning with a Multi-Turn, Multi-Task Framework",Python,
,,VisualAgentBench,,https://github.com/THUDM/VisualAgentBench,repo,org_expansion: THUDM,org_expansion,THUDM,263,Towards Large Multimodal Models as Visual Foundation Agents,Python,
,,CogKit,,https://github.com/THUDM/CogKit,repo,org_expansion: THUDM,org_expansion,THUDM,123,Finetuning and inference tools for the CogView4 and CogVideoX model series.,Python,
,,spring-cloud-netflix,,https://github.com/spring-cloud/spring-cloud-netflix,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,4960,Integration with Netflix OSS components,Java,
,,spring-cloud-gateway,,https://github.com/spring-cloud/spring-cloud-gateway,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,4852,An API Gateway built on Spring Framework and Spring Boot providing routing and more.,Java,
,,spring-cloud-kubernetes,,https://github.com/spring-cloud/spring-cloud-kubernetes,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,3532,"Kubernetes integration with Spring Cloud Discovery Client, Configuration, etc...",Java,
,,spring-cloud-config,,https://github.com/spring-cloud/spring-cloud-config,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,2030,External configuration (server and client) for Spring Cloud,Java,
,,spring-cloud-sleuth,,https://github.com/spring-cloud/spring-cloud-sleuth,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,1792,Distributed tracing for spring cloud,Java,
,,spring-cloud-openfeign,,https://github.com/spring-cloud/spring-cloud-openfeign,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,1301,Support for using OpenFeign in Spring Cloud apps,Java,
,,spring-cloud-function,,https://github.com/spring-cloud/spring-cloud-function,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,1064,,Java,
,,spring-cloud-stream,,https://github.com/spring-cloud/spring-cloud-stream,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,1062,Framework for building Event-Driven Microservices,Java,
,,spring-cloud-release,,https://github.com/spring-cloud/spring-cloud-release,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,941,Spring Cloud Release Train - dependency management across a wide range of Spring Cloud projects.,,
,,spring-cloud-consul,,https://github.com/spring-cloud/spring-cloud-consul,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,824,Spring Cloud Consul,Java,
,,spring-cloud-commons,,https://github.com/spring-cloud/spring-cloud-commons,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,748,Common classes used in different Spring Cloud implementations,Java,
,,spring-cloud-contract,,https://github.com/spring-cloud/spring-cloud-contract,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,729,Support for Consumer Driven Contracts in Spring,Java,
,,spring-cloud-zookeeper,,https://github.com/spring-cloud/spring-cloud-zookeeper,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,573,Spring Cloud Zookeeper,Java,
,,spring-cloud-bus,,https://github.com/spring-cloud/spring-cloud-bus,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,438,Spring Cloud event bus,Java,
,,spring-cloud-task,,https://github.com/spring-cloud/spring-cloud-task,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,437,Short lived microservices with Spring Batch,Java,
,,spring-cloud-circuitbreaker,,https://github.com/spring-cloud/spring-cloud-circuitbreaker,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,353,Spring Cloud Circuit Breaker API and Implementations,Java,
,,spring-cloud-vault,,https://github.com/spring-cloud/spring-cloud-vault,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,289,Configuration Integration with HashiCorp Vault,Java,
,,spring-cloud-dataflow-samples,,https://github.com/spring-cloud/spring-cloud-dataflow-samples,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,228,Sample starter applications and code for use with the Spring Cloud Data Flow project ,Java,
,,spring-cloud-build,,https://github.com/spring-cloud/spring-cloud-build,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,220,"Common build concerns, shared plugin configuration, etc. for Spring Cloud modules",Shell,
,,spring-cloud-open-service-broker,,https://github.com/spring-cloud/spring-cloud-open-service-broker,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,189,Spring Cloud project for creating service brokers that conform to the Open Server Broker API specification,Java,
,,spring-cloud-core-tests,,https://github.com/spring-cloud/spring-cloud-core-tests,repo,org_expansion: spring-cloud,org_expansion,spring-cloud,155,Integration tests for Spring Cloud (small projects testing classpath combinations),Java,
,,cpython,,https://github.com/python/cpython,repo,org_expansion: python,org_expansion,python,72223,The Python programming language,Python,
,,mypy,,https://github.com/python/mypy,repo,org_expansion: python,org_expansion,python,20353,Optional static typing for Python,Python,
,,typeshed,,https://github.com/python/typeshed,repo,org_expansion: python,org_expansion,python,5039,"Collection of library stubs for Python, with static types",Python,
,,peps,,https://github.com/python/peps,repo,org_expansion: python,org_expansion,python,4901,Python Enhancement Proposals,reStructuredText,
,,devguide,,https://github.com/python/devguide,repo,org_expansion: python,org_expansion,python,2065,The Python developer's guide,Python,
,,typing,,https://github.com/python/typing,repo,org_expansion: python,org_expansion,python,1744,Python static typing home. Hosts the documentation and a user help forum.,Python,
,,pythondotorg,,https://github.com/python/pythondotorg,repo,org_expansion: python,org_expansion,python,1627,Source code for python.org,Python,
,,pyperformance,,https://github.com/python/pyperformance,repo,org_expansion: python,org_expansion,python,1009,Python Performance Benchmark Suite,Python,
,,typing_extensions,,https://github.com/python/typing_extensions,repo,org_expansion: python,org_expansion,python,563,Backported and experimental type hints for Python,Python,
,,python-docs-zh-cn,,https://github.com/python/python-docs-zh-cn,repo,org_expansion: python,org_expansion,python,458,Simplified Chinese translation of the Python documentation,,
,,python-docs-es,,https://github.com/python/python-docs-es,repo,org_expansion: python,org_expansion,python,362,Spanish translation of the Python documentation.,Python,
,,python-docs-fr,,https://github.com/python/python-docs-fr,repo,org_expansion: python,org_expansion,python,355,Mirroir de https://git.afpy.org/AFPy/python-docs-fr,,
,,python-docs-zh-tw,,https://github.com/python/python-docs-zh-tw,repo,org_expansion: python,org_expansion,python,279,Traditional Chinese (zh-tw) translation of the Python Documentation,Python,
,,pymanager,,https://github.com/python/pymanager,repo,org_expansion: python,org_expansion,python,261,The Python Install Manager (for Windows),Python,
,,steering-council,,https://github.com/python/steering-council,repo,org_expansion: python,org_expansion,python,178,Communications from the Steering Council,Makefile,
,,mypy_extensions,,https://github.com/python/mypy_extensions,repo,org_expansion: python,org_expansion,python,155,Extensions for mypy,Python,
,,python-docs-pt-br,,https://github.com/python/python-docs-pt-br,repo,org_expansion: python,org_expansion,python,156,Brazilian Portuguese translation of the Python Documentation,Python,
,,planet,,https://github.com/python/planet,repo,org_expansion: python,org_expansion,python,144,Configuration for Python planets,Python,
,,importlib_metadata,,https://github.com/python/importlib_metadata,repo,org_expansion: python,org_expansion,python,141,Library to access metadata for Python packages,Python,
,,bedevere,,https://github.com/python/bedevere,repo,org_expansion: python,org_expansion,python,134,A bot to help identify missing information for CPython pull requests,Python,
,,python-docs-tr,,https://github.com/python/python-docs-tr,repo,org_expansion: python,org_expansion,python,126,Turkish Translation of the Python Documentation,Python,
,,psf-salt,,https://github.com/python/psf-salt,repo,org_expansion: python,org_expansion,python,122,PSF infrastructure configuration,Hurl,
,,miss-islington,,https://github.com/python/miss-islington,repo,org_expansion: python,org_expansion,python,115,🐍🍒⛏🤖 - A bot for backporting and merging CPython pull requests,Python,
,,pythoncapi-compat,,https://github.com/python/pythoncapi-compat,repo,org_expansion: python,org_expansion,python,106,  The pythoncapi-compat project can be used to write a C extension supporting a wide range of Python versions with a single code base.,C++,
,,core-workflow,,https://github.com/python/core-workflow,repo,org_expansion: python,org_expansion,python,104,Issue tracker for CPython's workflow,Python,
,,tzdata,,https://github.com/python/tzdata,repo,org_expansion: python,org_expansion,python,102,Python package wrapping the IANA time zone database,Python,
,,bioconda-recipes,,https://github.com/bioconda/bioconda-recipes,repo,org_expansion: bioconda,org_expansion,bioconda,1798,Conda recipes for the bioconda channel.,Shell,
,,bioconda-utils,,https://github.com/bioconda/bioconda-utils,repo,org_expansion: bioconda,org_expansion,bioconda,104,Utilities for building and managing bioconda recipes,Python,
,,Contributions,,https://github.com/Bioconductor/Contributions,repo,org_expansion: bioconductor,org_expansion,bioconductor,147,Contribute Packages to Bioconductor,,
,,BiocStickers,,https://github.com/Bioconductor/BiocStickers,repo,org_expansion: bioconductor,org_expansion,bioconductor,136,Stickers for some Bioconductor packages - feel free to contribute and/or modify.,R,
,,architecture-samples,,https://github.com/android/architecture-samples,repo,org_expansion: android,org_expansion,android,45635,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.,Kotlin,
,,compose-samples,,https://github.com/android/compose-samples,repo,org_expansion: android,org_expansion,android,23058,Official Jetpack Compose samples.,Kotlin,
,,nowinandroid,,https://github.com/android/nowinandroid,repo,org_expansion: android,org_expansion,android,20980,A fully functional Android app built entirely with Kotlin and Jetpack Compose,Kotlin,
,,uamp,,https://github.com/android/uamp,repo,org_expansion: android,org_expansion,android,13225,A sample audio app for Android,Kotlin,
,,ndk-samples,,https://github.com/android/ndk-samples,repo,org_expansion: android,org_expansion,android,10500,Android NDK samples with Android Studio,C++,
,,testing-samples,,https://github.com/android/testing-samples,repo,org_expansion: android,org_expansion,android,9295,A collection of samples demonstrating different frameworks and techniques for automated testing,Java,
,,camera-samples,,https://github.com/android/camera-samples,repo,org_expansion: android,org_expansion,android,5413,Multiple samples showing the best practices in camera APIs on Android.,Kotlin,
,,views-widgets-samples,,https://github.com/android/views-widgets-samples,repo,org_expansion: android,org_expansion,android,5178,Multiple samples showing the best practices in views-widgets on Android.,Java,
,,user-interface-samples,,https://github.com/android/user-interface-samples,repo,org_expansion: android,org_expansion,android,4629,Multiple samples showing the best practices in the user interface on Android.,Kotlin,
,,architecture-templates,,https://github.com/android/architecture-templates,repo,org_expansion: android,org_expansion,android,3120,,,
,,gradle-recipes,,https://github.com/android/gradle-recipes,repo,org_expansion: android,org_expansion,android,2338,Ready-to-use recipes for common build customizations that showcase the Android Gradle plugin's public APIs and DSL.,Kotlin,
,,ndk,,https://github.com/android/ndk,repo,org_expansion: android,org_expansion,android,2275,The Android Native Development Kit,,
,,androidify,,https://github.com/android/androidify,repo,org_expansion: android,org_expansion,android,1920,Sample app for Androidify,Kotlin,
,,connectivity-samples,,https://github.com/android/connectivity-samples,repo,org_expansion: android,org_expansion,android,1780,Multiple samples showing the best practices in connectivity on Android.,Java,
,,databinding-samples,,https://github.com/android/databinding-samples,repo,org_expansion: android,org_expansion,android,1694,,Kotlin,
,,codelab-android-compose,,https://github.com/android/codelab-android-compose,repo,org_expansion: android,org_expansion,android,1685,,Kotlin,
,,platform-samples,,https://github.com/android/platform-samples,repo,org_expansion: android,org_expansion,android,1670,A collection of samples of different Android OS platform APIs.,Kotlin,
,,storage-samples,,https://github.com/android/storage-samples,repo,org_expansion: android,org_expansion,android,1650,Multiple samples showing the best practices in storage APIs on Android.,Kotlin,
,,performance-samples,,https://github.com/android/performance-samples,repo,org_expansion: android,org_expansion,android,1421,Samples to show APIs and best practices in Performance on Android,Kotlin,
,,media-samples,,https://github.com/android/media-samples,repo,org_expansion: android,org_expansion,android,1358,"Multiple samples showing the best practices in media APIs on Android (audio, video, etc.).",Kotlin,
,,wear-os-samples,,https://github.com/android/wear-os-samples,repo,org_expansion: android,org_expansion,android,1347,Multiple samples showing best practices in app and watch face development on Wear OS.,Kotlin,
,,kotlin-multiplatform-samples,,https://github.com/android/kotlin-multiplatform-samples,repo,org_expansion: android,org_expansion,android,1284,Samples showcasing the Kotlin Multiplatform Jetpack libraries,Kotlin,
,,tv-samples,,https://github.com/android/tv-samples,repo,org_expansion: android,org_expansion,android,1248,Multiple samples showing best practices in app development on Android TV.,Kotlin,
,,nav3-recipes,,https://github.com/android/nav3-recipes,repo,org_expansion: android,org_expansion,android,1239,Implement common use cases with Jetpack Navigation 3,Kotlin,
,,android-test,,https://github.com/android/android-test,repo,org_expansion: android,org_expansion,android,1215,An extensive framework for testing Android apps,Java,
,,snippets,,https://github.com/android/snippets,repo,org_expansion: android,org_expansion,android,1019,Main repository for snippets surfaced on developer.android.com.,Kotlin,
,,security-samples,,https://github.com/android/security-samples,repo,org_expansion: android,org_expansion,android,986,Multiple samples showing the best practices in security APIs on Android.,Kotlin,
,,app-bundle-samples,,https://github.com/android/app-bundle-samples,repo,org_expansion: android,org_expansion,android,735,Multiple samples showing the best practices in app bundles on Android.,C++,
,,socialite,,https://github.com/android/socialite,repo,org_expansion: android,org_expansion,android,693,,Kotlin,
,,codelab-android-workmanager,,https://github.com/android/codelab-android-workmanager,repo,org_expansion: android,org_expansion,android,558,,Kotlin,
,,ai-samples,,https://github.com/android/ai-samples,repo,org_expansion: android,org_expansion,android,543,,Kotlin,
,,codelab-android-paging,,https://github.com/android/codelab-android-paging,repo,org_expansion: android,org_expansion,android,513,Jetpack Paging codelab,Kotlin,
,,identity-samples,,https://github.com/android/identity-samples,repo,org_expansion: android,org_expansion,android,506,Multiple samples showing the best practices in identity on Android.,Kotlin,
,,enterprise-samples,,https://github.com/android/enterprise-samples,repo,org_expansion: android,org_expansion,android,441,Multiple samples showing the best practices in enterprise on Android.,Kotlin,
,,car-samples,,https://github.com/android/car-samples,repo,org_expansion: android,org_expansion,android,442,Multiple samples showing best practices for car app development on both Android Auto and Android Automotive OS.,Java,
,,xr-samples,,https://github.com/android/xr-samples,repo,org_expansion: android,org_expansion,android,438,,Kotlin,
,,health-samples,,https://github.com/android/health-samples,repo,org_expansion: android,org_expansion,android,337,,Kotlin,
,,input-samples,,https://github.com/android/input-samples,repo,org_expansion: android,org_expansion,android,328,Multiple samples showing the best practices in input on Android.,Java,
,,cahier,,https://github.com/android/cahier,repo,org_expansion: android,org_expansion,android,328,,Kotlin,
,,graphics-samples,,https://github.com/android/graphics-samples,repo,org_expansion: android,org_expansion,android,327,Multiple samples showing the best practices in graphics on Android.,Kotlin,
,,games-samples,,https://github.com/android/games-samples,repo,org_expansion: android,org_expansion,android,285,A collection of samples to discuss and showcase games in Android apps.,C++,
,,codelab-android-datastore,,https://github.com/android/codelab-android-datastore,repo,org_expansion: android,org_expansion,android,241,,Kotlin,
,,codelab-exoplayer-intro,,https://github.com/android/codelab-exoplayer-intro,repo,org_expansion: android,org_expansion,android,236,Media Streaming with ExoPlayer codelab,Kotlin,
,,privacy-sandbox-samples,,https://github.com/android/privacy-sandbox-samples,repo,org_expansion: android,org_expansion,android,205,,Kotlin,
,,codelab-mlkit-android,,https://github.com/android/codelab-mlkit-android,repo,org_expansion: android,org_expansion,android,188,,Kotlin,
,,fit-samples,,https://github.com/android/fit-samples,repo,org_expansion: android,org_expansion,android,156,Multiple samples showing the best practices using the Fit APIs on Android.,Kotlin,
,,sensors-samples,,https://github.com/android/sensors-samples,repo,org_expansion: android,org_expansion,android,138,Multiple samples showing the best practices in sensors on Android.,Java,
,,project-replicator,,https://github.com/android/project-replicator,repo,org_expansion: android,org_expansion,android,135,This project contains a Gradle plugin and a small command-line app that allows replicating the structure of a given Gradle project.,Kotlin,
,,android.github.io,,https://github.com/android/android.github.io,repo,org_expansion: android,org_expansion,android,114,,HTML,
,,keyattestation,,https://github.com/android/keyattestation,repo,org_expansion: android,org_expansion,android,107,Kotlin library for evaluating Android Key Attestation certification chains.,Kotlin,
